通道一计数表：,,,
ID,计数时长(s),计数,计数率
5,2.5,3249,1299.6
6,2.5,3167,1266.8
7,2.5,3129,1251.6
8,2.5,3165,1266
9,2.5,3144,1257.6
10,2.5,3267,1306.8
11,2.5,3116,1246.4
12,2.5,3201,1280.4
13,2.5,3114,1245.6
14,2.5,3113,1245.2
15,2.5,3248,1299.2
16,2.5,3167,1266.8
17,2.5,3197,1278.8
18,2.5,3134,1253.6
19,2.5,3161,1264.4
20,2.5,3121,1248.4
21,2.5,3078,1231.2
22,2.5,3180,1272
23,2.5,3152,1260.8
24,2.5,3007,1202.8
25,2.5,3080,1232
26,2.5,3173,1269.2
27,2.5,3152,1260.8
28,2.5,3267,1306.8
29,2.5,3195,1278
30,2.5,3131,1252.4
31,2.5,3189,1275.6
32,2.5,3194,1277.6
33,2.5,3154,1261.6
34,2.5,3197,1278.8
35,2.5,3157,1262.8
36,2.5,3160,1264
37,2.5,3179,1271.6
38,2.5,3095,1238
39,2.5,3207,1282.8
40,2.5,3180,1272
41,2.5,3087,1234.8
42,2.5,3188,1275.2
43,2.5,3189,1275.6
44,2.5,3185,1274
45,2.5,3169,1267.6
46,2.5,3206,1282.4
47,2.5,3098,1239.2
48,2.5,3180,1272
49,2.5,3209,1283.6
50,2.5,3135,1254
51,2.5,3149,1259.6
52,2.5,3250,1300
53,2.5,3092,1236.8
54,2.5,3121,1248.4
55,2.5,3112,1244.8
56,2.5,3231,1292.4
57,2.5,3096,1238.4
58,2.5,3220,1288
59,2.5,3180,1272
60,2.5,3129,1251.6
61,2.5,3160,1264
62,2.5,3105,1242
63,2.5,3120,1248
64,2.5,3248,1299.2
65,2.5,3189,1275.6
66,2.5,3192,1276.8
67,2.5,3162,1264.8
68,2.5,3111,1244.4
69,2.5,3156,1262.4
70,2.5,3095,1238
71,2.5,3106,1242.4
72,2.5,3059,1223.6
73,2.5,3173,1269.2
74,2.5,3253,1301.2
75,2.5,3134,1253.6
76,2.5,3237,1294.8
77,2.5,3144,1257.6
78,2.5,3109,1243.6
,,平均计数率,1263.210256
