通道一计数表：,,,
ID,计数时长(s),计数,计数率
149,1,1604,1604
150,1,1533,1533
151,1,1523,1523
152,1,1508,1508
153,1,1495,1495
154,1,1545,1545
155,1,1496,1496
156,1,1467,1467
157,1,1505,1505
158,1,1572,1572
159,1,1577,1577
160,1,1522,1522
161,1,1558,1558
162,1,1531,1531
163,1,1560,1560
164,1,1507,1507
165,1,1505,1505
166,1,1504,1504
167,1,1529,1529
168,1,1513,1513
169,1,1482,1482
170,1,1595,1595
171,1,1439,1439
172,1,1566,1566
173,1,1564,1564
174,1,1594,1594
175,1,1563,1563
176,1,1499,1499
177,1,1514,1514
178,1,1536,1536
179,1,1521,1521
180,1,1584,1584
181,1,1531,1531
182,1,1586,1586
183,1,1557,1557
184,1,1546,1546
185,1,1510,1510
186,1,1582,1582
187,1,1557,1557
188,1,1529,1529
189,1,1620,1620
190,1,1525,1525
191,1,1629,1629
192,1,1500,1500
193,1,1499,1499
194,1,1531,1531
195,1,1550,1550
196,1,1625,1625
197,1,1575,1575
198,1,1486,1486
199,1,1499,1499
200,1,1541,1541
201,1,1536,1536
202,1,1538,1538
203,1,1513,1513
204,1,1518,1518
,,,#DIV/0!
通道二计数表：,,,#DIV/0!
ID,计数时长(s),计数,#VALUE!
1,2,3049,1524.5
2,2,3088,1544
3,2,2981,1490.5
4,2,3015,1507.5
5,2,2948,1474
6,2,3136,1568
7,2,3042,1521
8,2,3032,1516
9,2,2935,1467.5
10,2,3022,1511
11,2,3138,1569
12,2,3086,1543
13,2,3046,1523
14,2,3200,1600
15,2,2991,1495.5
16,2,3033,1516.5
17,2,3014,1507
18,2,2982,1491
19,2,3112,1556
20,2,3065,1532.5
21,2,3072,1536
22,2,3025,1512.5
23,2,3060,1530
24,2,2996,1498
25,2,3016,1508
26,2,3027,1513.5
27,2,3060,1530
28,2,3005,1502.5
29,2,3020,1510
30,2,2973,1486.5
31,2,3099,1549.5
32,2,3084,1542
33,2,3127,1563.5
34,2,2994,1497
35,2,3051,1525.5
36,2,3103,1551.5
37,2,2959,1479.5
38,2,3019,1509.5
39,2,2888,1444
40,2,3030,1515
41,2,2981,1490.5
42,2,3022,1511
43,2,3048,1524
44,2,3008,1504
45,2,3055,1527.5
46,2,3127,1563.5
47,2,3012,1506
48,2,3080,1540
49,2,3177,1588.5
50,2,2989,1494.5
51,2,3112,1556
52,2,2976,1488
53,2,2939,1469.5
54,2,2975,1487.5
55,2,3142,1571
56,2,3064,1532
57,2,2958,1479
58,2,2994,1497
59,2,3060,1530
60,2,2938,1469
61,2,2970,1485
62,2,3155,1577.5
63,2,3001,1500.5
64,2,3081,1540.5
65,2,3048,1524
66,2,3062,1531
67,2,3109,1554.5
68,2,3165,1582.5
69,2,3041,1520.5
70,2,2998,1499
71,2,3098,1549
72,2,3089,1544.5
73,2,3067,1533.5
74,2,3024,1512
75,2,3084,1542
76,2,3077,1538.5
77,2,3051,1525.5
78,2,3050,1525
79,2,3009,1504.5
80,2,3082,1541
81,2,3159,1579.5
82,2,3016,1508
83,2,3047,1523.5
84,2,3107,1553.5
85,2,3121,1560.5
86,2,3034,1517
87,2,3098,1549
88,2,3088,1544
89,2,3059,1529.5
90,2,3036,1518
91,2,2993,1496.5
92,2,3022,1511
93,2,3086,1543
94,2,2986,1493
95,2,3066,1533
96,2,3005,1502.5
97,2,2972,1486
98,2,3005,1502.5
99,2,3061,1530.5
100,2,3153,1576.5
101,2,3030,1515
102,2,3074,1537
,,平均计数率,1522.838235
